"","X","egoID","alter.initial","egoalt_relation","egoalt_relate_othr","egoalter_tie","egoalter_commfreq","alter.gender","alt.gender_othr","alter.age","alter.acad.val","alter.career.val","alter.edu","alter.edu.othr","e0102","e0103","e0203","e0104","e0204","e0304","e0105","e0205","e0305","e0405","e0106","e0206","e0306","e0406","e0506","e0107","e0207","e0307","e0407","e0507","e0607","e0108","e0208","e0308","e0408","e0508","e0608","e0708","e0109","e0209","e0309","e0409","e0509","e0609","e0709","e0809","e0110","e0210","e0310","e0410","e0510","e0610","e0710","e0810","e0910","alterID","alter.genderbi"
"950",950,2679,"emily thompson",1,"",10,2,1,"",38,8,7,7,"",6,6,0,5,0,7,10,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267901,0
"951",951,2681,"ab ",6,"",8,1,1,"",19,10,10,7,"",6,6,10,10,-10,-10,0,10,10,7,0,10,10,0,10,10,10,10,0,10,5,0,6,9,0,10,4,4,4,10,10,0,10,10,10,10,0,7,9,0,9,9,4,10,10,268101,0
"955",955,2689,"dd",1,"",10,1,1,"",55,10,10,5,"",0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268901,0
"956",956,2690,"lw",3,"",10,1,1,"",20,1,6,5,"",9,8,8,3,-10,-7,6,1,3,0,4,1,0,0,10,0,0,0,0,10,10,2,1,0,0,3,3,-1,5,0,0,0,10,10,2,5,2,0,0,0,9,9,5,6,10,269001,0
"957",957,2691,"cj",4,"",6,1,2,"",19,6,6,5,"",NA,9,0,5,5,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269101,1
"958",958,2692,"cp",3,"",8,1,1,"",19,10,10,4,"",6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269201,0
"959",959,2694,"sg",8,"academic",10,3,2,"",33,10,10,8,"",4,0,0,2,0,0,6,0,0,8,0,0,0,6,8,0,0,1,0,0,0,4,0,0,1,10,1,0,0,0,1,0,0,0,1,0,3,0,0,1,10,0,0,10,0,269401,1
"960",960,2695,"sw",1,"",6,1,1,"",43,10,10,6,"",8,0,0,0,0,8,8,8,1,1,10,9,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269501,0
"961",961,2698,"cm",6,"",10,1,2,"",22,10,10,7,"",10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269801,1
"962",962,2699,"am",1,"",9,2,1,"",54,7,7,8,"",4,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269901,0
"963",963,2701,"am",1,"",10,1,2,"",65,10,10,8,"",10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270101,1
"964",964,2702,"dd",8,"academic",6,4,2,"",NA,10,10,7,"",0,6,4,6,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270201,1
"965",965,2703,"tb",1,"",10,2,1,"",50,7,8,7,"",3,8,6,8,5,7,10,10,10,10,2,10,8,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270301,0
"966",966,2705,"mr",1,"",10,2,1,"",52,8,10,6,"",10,9,9,9,9,6,8,8,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270501,0
"967",967,2709,"cp",12,"church",10,2,2,"",27,8,8,7,"",9,3,10,10,8,3,0,8,6,1,9,9,8,10,10,9,4,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270901,1
"969",969,1001,"ad",3,"",10,2,1,"",19,6,5,5,"",6,9,10,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100102,0
"970",970,1002,"md",1,"parentfig",10,1,1,"",50,6,8,7,"",10,-4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100202,0
"971",971,1005,"jn",6,"",6,2,2,"",19,10,8,5,"",10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100502,1
"973",973,1007,"cs",6,"",10,1,1,"",20,10,10,10,"in college",NA,10,8,4,3,3,10,4,4,3,9,2,2,6,10,10,-1,10,10,10,0,9,3,3,10,10,3,10,10,4,10,10,10,0,4,-10,10,0,0,6,7,-10,0,4,0,100702,0
"974",974,1008,"jh",1,"",8,1,2,"",53,6,6,7,"",10,8,7,0,0,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100802,1
"975",975,1009,"kb",8,"academic",6,6,2,"",45,10,5,7,"",4,10,0,3,7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100902,1
"976",976,1012,"pg",NA,"",8,4,2,"",54,5,7,7,"",1,5,5,5,6,6,7,7,7,7,7,6,6,6,6,6,6,6,2,2,-1,-5,-9,-9,-9,-8,-9,-8,-9,-9,-8,-9,-9,-9,-8,-9,-7,-9,-9,-8,-9,-9,-9,-9,-9,101202,1
"977",977,1014,"am",1,"",6,2,2,"",41,10,10,5,"",10,-5,-5,10,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101402,1
"979",979,1018,"rb",1,"",10,2,2,"",43,10,10,5,"",10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101802,1
"980",980,1019,"bs",1,"",10,2,2,"",48,10,10,4,"",10,10,10,10,4,1,10,10,10,7,7,2,1,-4,10,10,10,10,10,10,10,10,0,0,5,0,0,0,10,3,1,-1,2,1,1,1,6,1,0,1,2,2,2,2,1,101902,1
"981",981,1020,"cp",1,"",10,1,2,"",61,10,10,8,"",NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102002,1
"982",982,1023,"ms",1,"",10,2,2,"",49,10,10,6,"",10,8,5,8,0,5,10,5,6,0,6,3,7,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102302,1
"983",983,1025,"cm",1,"",10,1,1,"",50,8,8,7,"",10,10,7,5,5,4,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102502,0
"984",984,1027,"rb",1,"",10,2,1,"",45,10,10,3,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102702,0
"985",985,1028,"la",1,"",10,1,2,"",46,10,10,4,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102802,1
"986",986,1029,"jr",3,"",9,2,1,"",NA,10,10,7,"",10,8,10,10,10,7,8,8,8,8,10,10,8,10,10,10,10,8,10,8,10,10,10,8,10,10,7,10,10,10,8,10,10,10,10,8,0,0,0,0,0,0,0,10,0,102902,0
"987",987,1030,"cr",1,"",10,2,2,"",49,10,10,8,"",-4,2,10,10,-4,2,10,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103002,1
"988",988,1031,"ta",4,"",10,1,1,"",NA,10,10,10,"N/a",10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103102,0
"989",989,1032,"kc",8,"academic",4,4,1,"",NA,4,4,7,"",2,0,0,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103202,0
"990",990,1034,"bf",1,"",10,1,2,"",49,10,8,5,"",-8,-6,10,6,9,1,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103402,1
"991",991,1038,"mv",1,"",10,1,1,"",56,10,10,8,"",8,6,10,7,7,5,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,5,6,10,NA,NA,NA,NA,NA,103802,0
"992",992,1039,"bh",1,"",8,1,2,"",46,4,10,5,"",10,10,5,10,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103902,1
"993",993,1040,"mack",6,"",9,1,1,"",19,9,10,5,"",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104002,0
"994",994,1041,"mh",1,"",10,1,1,"",46,10,5,7,"",10,10,10,10,8,8,10,8,10,10,7,10,10,5,5,7,10,10,6,6,10,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,10,104102,0
"995",995,1043,"bj",1,"",10,1,2,"",44,10,10,7,"",NA,10,10,10,10,10,0,0,8,0,4,10,9,9,0,8,10,4,4,0,10,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,10,10,3,1,0,7,8,0,0,104302,1
"996",996,1045,"dm",8,"academic",10,4,2,"",34,8,10,7,"",1,1,0,2,0,0,6,0,0,1,9,0,0,0,0,2,7,0,0,0,0,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104502,1
"997",997,1046,"sh",3,"",10,2,1,"",27,10,10,7,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104602,0
"998",998,1049,"ms",3,"",10,2,1,"",24,10,10,7,"",6,7,10,7,9,-2,7,6,6,6,0,6,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104902,0
"999",999,1051,"gg",1,"",10,1,1,"",83,10,10,7,"",10,10,10,0,0,0,10,0,0,0,10,10,10,0,10,NA,NA,-10,0,0,0,NA,NA,NA,0,0,-3,0,NA,NA,NA,0,0,-1,0,10,0,0,0,0,0,0,0,0,0,105102,0
"1001",1001,1054,"nt",1,"",10,1,2,"",50,10,10,4,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105402,1
"1002",1002,1055,"do",1,"",10,1,1,"",53,10,10,7,"",10,10,10,10,7,7,10,10,10,5,10,10,10,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105502,0
"1003",1003,1056,"ts",1,"",10,1,1,"",45,5,9,4,"",NA,5,8,0,0,0,1,0,0,0,10,8,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,10,10,5,0,0,0,0,0,10,10,0,0,0,0,0,0,0,105602,0
"1004",1004,1058,"cl",1,"",6,1,1,"",45,6,10,5,"",8,0,0,6,0,5,0,0,0,0,-4,-4,4,8,0,7,7,0,6,0,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,105802,0
"1005",1005,1060,"hd",4,"",10,3,1,"",30,10,10,7,"",10,10,10,10,10,10,10,10,10,10,8,8,8,8,10,0,0,0,0,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,0,0,0,0,10,0,10,0,0,106002,0
"1007",1007,1062,"dp",1,"",6,2,2,"",52,10,10,7,"",10,8,9,10,10,10,4,-4,3,-10,10,10,10,10,-3,10,10,10,10,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,10,10,106202,1
"1008",1008,1063,"ph",1,"",10,1,2,"",53,10,10,7,"",NA,10,10,10,10,10,10,10,10,10,10,10,10,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106302,1
"1009",1009,1064,"ag",3,"",10,1,1,"",20,10,10,4,"",4,0,10,0,10,8,0,8,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106402,0
"1010",1010,1065,"br",1,"",10,2,2,"",54,9,10,7,"",NA,7,7,9,9,10,6,6,4,4,10,10,0,0,1,10,10,3,10,0,0,5,5,5,4,-5,0,8,3,3,5,4,0,0,7,10,10,10,6,4,0,9,8,7,10,106502,1
"1011",1011,1067,"ry",1,"",10,2,2,"",40,0,10,7,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106702,1
"1012",1012,1068,"js",1,"",10,2,2,"",48,10,10,8,"",10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106802,1
"1013",1013,1069,"jf",1,"",10,1,2,"",52,10,10,7,"",10,0,0,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106902,1
"1014",1014,1071,"ro",1,"",10,2,2,"",61,10,10,7,"",10,10,10,10,10,10,0,0,0,0,4,3,0,0,0,10,10,10,10,0,0,10,10,10,10,0,0,10,10,9,10,9,0,0,10,10,9,8,8,8,0,0,10,10,10,107102,1
"1015",1015,1073,"si",1,"parentfig",10,1,2,"",35,10,10,8,"",NA,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,NA,10,10,10,10,10,10,10,10,10,10,10,9,8,9,9,9,9,10,9,10,107302,1
"1016",1016,1075,"ka",1,"",6,2,2,"",57,8,8,5,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107502,1
"1017",1017,1077,"sl",4,"",7,6,2,"",999,6,9,3,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107702,1
"1019",1019,1079,"sr",1,"",10,1,2,"",49,10,10,5,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107902,1
"1020",1020,1081,"dl",1,"",8,2,2,"",51,9,9,7,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108102,1
"1021",1021,1082,"tt",3,"",0,2,2,"",22,4,6,4,"",2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108202,1
"1022",1022,1084,"jm",1,"",10,1,2,"",47,10,10,7,"",10,10,8,10,10,8,10,10,8,7,7,5,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108402,1
"1023",1023,1085,"nt",1,"",10,1,2,"",50,10,10,4,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108502,1
"1024",1024,1087,"jh",1,"",10,1,1,"",53,10,8,6,"",NA,10,10,6,6,4,8,8,3,8,2,2,0,10,8,5,5,2,5,8,-2,10,10,10,3,2,0,1,6,6,4,9,8,7,8,1,7,7,2,6,4,1,5,1,8,108702,0
"1025",1025,1088,"tb",3,"",7,1,1,"",21,4,10,5,"",-5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108802,0
"1027",1027,1092,"cm",1,"",10,1,1,"",48,10,10,6,"",NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109202,0
"1028",1028,1093,"ws",6,"",10,2,1,"",25,9,8,7,"",3,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109302,0
"1029",1029,1094,"tp",3,"",10,1,2,"",23,10,10,5,"",NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,109402,1
"1030",1030,1095,"jj",1,"",10,2,2,"",45,10,9,8,"",10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109502,1
"1031",1031,1096,"cb",1,"",8,2,1,"",51,9,10,7,"",8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109602,0
"1032",1032,1097,"ja",1,"",9,2,1,"",59,10,8,7,"",6,9,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109702,0
"1033",1033,1100,"rmj",1,"",7,3,2,"",51,8,7,5,"",-1,4,7,0,7,7,0,0,0,0,6,6,0,5,0,6,5,7,3,0,0,7,8,7,2,0,0,6,8,7,6,0,0,0,7,7,6,8,10,0,0,0,8,8,3,110002,1
"1035",1035,1102,"kra",1,"",10,1,2,"",48,7,10,5,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110202,1
"1036",1036,1103,"mj",1,"",10,1,1,"",45,10,10,7,"",8,5,10,3,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110302,0
"1037",1037,1107,"at",3,"",-2,4,1,"",20,10,10,5,"",-10,0,0,0,0,10,10,0,0,0,8,5,6,4,0,2,5,0,0,0,0,3,4,0,-1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110702,0
"1038",1038,1108,"kr",3,"",10,1,2,"",26,10,10,5,"",NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110802,1
"1040",1040,1118,"kc",1,"",10,6,1,"",999,10,10,8,"",-3,-4,10,0,0,0,-2,6,8,0,3,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,6,0,0,0,0,0,111802,0
"1041",1041,1121,"tm",4,"",9,1,1,"",NA,10,10,10,"",NA,10,10,10,10,10,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112102,0
"1042",1042,1122,"sa",1,"",3,2,2,"",41,4,4,5,"",-10,NA,6,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112202,1
"1043",1043,1126,"rt",1,"",10,1,2,"",NA,10,10,7,"",10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112602,1
"1044",1044,1130,"kf",1,"",10,2,2,"",51,10,10,7,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113002,1
"1045",1045,1131,"cl",6,"",7,4,2,"",45,10,10,7,"",2,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113102,1
"1046",1046,1132,"ab",1,"",4,2,2,"",38,10,10,4,"",10,6,4,9,7,9,9,7,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113202,1
